ï»¿Date,Close,,Open,High,Low,Volume
6/30/16,91.48,,90.91,91.72,89.9,9098971
7/1/16,96.67,,95,97,94.8,16167210
7/5/16,97.91,,95.2,101.27,93.31,25879367
7/6/16,94.6,,95.03,96,93.55,16301211
7/7/16,95.1,,94.7,95.38,93.18,9913509
7/8/16,97.06,,96,97.41,95.3,8335375
7/11/16,94.67,,96.19,96.87,94.3,13276161
7/12/16,95.97,,95.07,96.72,94.09,11617410
7/13/16,96.43,,96.26,96.72,94.8,8768863
7/14/16,98.02,,97,98.27,96.8,9885009
7/15/16,98.39,,98.52,98.7,97.41,9041865
7/18/16,98.81,,98.43,99.84,97.24,28669659
7/19/16,85.84,-13.13%,85.43,86.75,84.5,55681209
7/20/16,87.91,,86.67,88.49,85.82,23525141
7/21/16,85.99,,88.3,88.38,85.21,16083996
7/22/16,85.89,,86.48,86.5,85.11,11363917
7/25/16,87.66,-11.28%,85.73,87.87,85.01,14135027
7/26/16,91.41,,91.03,93.1,90.9,19577623
7/27/16,92.04,,91.5,92.06,90.1,8727517
7/28/16,91.65,,91.92,92.21,90.68,6227698
7/29/16,91.25,,91.19,91.75,90.59,6960222
8/1/16,94.37,-4.49%,91.23,94.67,90.5,10666945
8/2/16,93.56,,94,94.08,92.18,9836233
8/3/16,93.1,,93.28,94.67,92.55,7030916
8/4/16,93.44,,93.2,93.73,91.82,6043394
8/5/16,97.03,,93.77,97.74,93.56,18364801
8/8/16,95.11,,95.91,95.93,94,10135401
8/9/16,93.99,,95.12,95.81,93.48,9175413
8/10/16,93.93,,94.4,94.75,92.95,6511142
8/11/16,95.89,,94.6,96.33,94.37,8547659
8/12/16,96.59,,95.53,96.83,95.08,6592923
8/15/16,95.31,,96.83,96.91,95.24,7304620
8/16/16,95.12,,95.19,95.61,94.4,6311339
8/17/16,96.37,,94.94,96.93,94.85,8315615
8/18/16,96.16,,95.98,97.22,95.17,7252629
8/19/16,95.87,,96.05,96.78,95.51,6942892
8/22/16,95.26,,95.67,96.13,94.95,5830548
8/23/16,95.94,,95.68,96.59,95.48,5239106
8/24/16,95.18,,96.13,96.36,94.91,6276468
8/25/16,97.32,,96.38,98.24,96.04,10823055
8/26/16,97.58,,97.33,97.95,96.57,6617636
8/29/16,97.3,,96.97,98.45,96.57,8008430
8/30/16,97.45,,97.84,98.85,97.14,6093536
8/31/16,97.45,,97.48,97.88,96.76,4690614
9/1/16,97.38,,97.81,97.98,96.92,4148621
9/2/16,97.38,,97.9,98.18,97.01,4239699
9/6/16,100.09,,97.76,100.32,97.65,9036092
9/7/16,99.15,,100.11,100.19,98.42,6468512
9/8/16,99.66,,99.23,100.05,98.82,5201208
9/9/16,96.5,,99.06,99.39,96.5,7373319
9/12/16,99.05,,95.91,99.29,95.71,7718351
9/13/16,96.09,,97.17,98,95.33,11788078
9/14/16,97.01,,97.35,98.35,96.96,8528450
9/15/16,97.34,,97.23,97.97,96.53,5299930
9/16/16,99.48,,97.1,99.49,97.04,9445109
9/19/16,98.06,,99.9,100.35,97.82,8616183
